"id","nome","lat","lng","cidade","bairro","rua","ais","categoria"
"236","03 - Bairro Boa Fe. Cruzamento da Rua Estevam Remidio de Freitas com CE377","-5133833","-38088778","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"237","04 - Bairro Centro. Cruzamento Rua Estevao Remigio com Rua Francisco das Chagas Celedonio","-5144944","-38094","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"238","05 - Cruzamento da Rua Cel. Francisco Remigio com Rua Cel. Sindulfo Chaves","-5147444","-38098194","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"239","06 - Cruzamento Rua Cel. Antonio Joaquim com Rua Joao Maria de Freitas","-515175","-38101333","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"240","07 - Cruzamento Avenida Dom Aureliano Matos com Rua Coronel Serafim Chaves","-5145552","-3809945","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"241","08","-5135373","-38093886","Limoeiro do Norte",,,"","CLAUDIO E ROMULO"
"242","Ponto 01","-574249","-39627263","Mombaca",,,"","CLAUDIO E ROMULO"
"243","Ponto 02","-5751902","-39627802","Mombaca",,,"","CLAUDIO E ROMULO"
"244","Ponto 03","-5745855","-39628084","Mombaca",,,"","CLAUDIO E ROMULO"
"245","Ponto 04","-5743584","-39627091","Mombaca",,,"","CLAUDIO E ROMULO"
"246","Ponto 05","-5746568","-39629215","Mombaca",,,"","CLAUDIO E ROMULO"
"247","Ponto 06","-5744842999999999","-39628984","Mombaca",,,"","CLAUDIO E ROMULO"
"248","Ponto 07","-5724261","-39601968","Mombaca",,,"","CLAUDIO E ROMULO"
"249","Ponto 08","-5751226000000001","-39644514","Mombaca",,,"","CLAUDIO E ROMULO"
"250","Ponto 01","-5114373","-38365625","Morada Nova",,,"","CLAUDIO E ROMULO"
"251","Ponto 02","-5103171","-38361239","Morada Nova",,,"","CLAUDIO E ROMULO"
"252","Ponto 03","-5104086","-38367709","Morada Nova",,,"","CLAUDIO E ROMULO"
"253","Ponto 04","-5105905","-38372036","Morada Nova",,,"","CLAUDIO E ROMULO"
"254","Ponto 05","-510726","-38373073","Morada Nova",,,"","CLAUDIO E ROMULO"
"255","Ponto 06","-5105332","-38381971","Morada Nova",,,"","CLAUDIO E ROMULO"
"256","Ponto 07","-5109541","-38370909","Morada Nova",,,"","CLAUDIO E ROMULO"
"257","Ponto 08","-5111425","-38365874","Morada Nova",,,"","CLAUDIO E ROMULO"
"258","01 - Rua Hidelbrando Alves Caracas - CE-277","-621627","-4068837","Parambu",,,"","CLAUDIO E ROMULO"
"259","02 - Estrada para Santa Rita","-6214797","-40686607","Parambu",,,"","CLAUDIO E ROMULO"
"260","03 - Rua Severo Alves Pereira - Rua Sao Francisco","-6217098139589392","-4070517672343054","Parambu",,,"","CLAUDIO E ROMULO"
"261","04 - Av. Luiz Gonzaga Freire - Rod. p/ Monte Sion","-6217487000000001","-40698086","Parambu",,,"","CLAUDIO E ROMULO"
"262","05 - Rua Francisco Cota - Rua Sao Joao","-6206384","-40697529","Parambu",,,"","CLAUDIO E ROMULO"
"263","06 - Rua Antonio Pinheiro - Rua Santa Rosa","-6213316","-40695732","Parambu",,,"","CLAUDIO E ROMULO"
"264","07 - Rua Eneas de Castro - Rua Manoel Alexandre","-621086308283602","-4069421763812197","Parambu",,,"","CLAUDIO E ROMULO"
"265","08 - Rua Luis Moreira de Lima","-6214249","-4069313","Parambu",,,"","CLAUDIO E ROMULO"
"266","Batalhao Raio","-6215231070634198","-4068618854334595","Parambu",,,"","CLAUDIO E ROMULO"
"267","01 - Av. Armando Lins - Tv. Armando Lins","-5447931","-39716101","Pedra Branca",,,"","CLAUDIO E ROMULO"
"268","02 - BR-226 - Em Frente a Subestacao da Enel","-5460256","-39703344","Pedra Branca",,,"","CLAUDIO E ROMULO"
"269","03 - BR-226 - Av. Jose Frutuoso","-5449111","-39727408","Pedra Branca",,,"","CLAUDIO E ROMULO"
"270","04 - Rua Ernesto Vieira - Tv. Jose Lindolfo","-5454226","-39714607","Pedra Branca",,,"","CLAUDIO E ROMULO"
"271","05 - Rua Furtunato da Silva - Av. Jose Frutuoso da Silva","-546177","-39716084","Pedra Branca",,,"","CLAUDIO E ROMULO"
"272","06 - Rua Doca Pessoa - Rua Manoel Feitosa Ferro","-5450263","-39720427","Pedra Branca",,,"","CLAUDIO E ROMULO"
"273","07 - Rua Maria Alves de Mesquita - Av. Jose Frutuoso da Silva","-5472289","-39712542","Pedra Branca",,,"","CLAUDIO E ROMULO"
"274","08 - Rua Joao Felix de Sousa - Rua Amadeu Vieira Cavalcante","-54570977","-397129577","Pedra Branca",,,"","CLAUDIO E ROMULO"
"275","Base do Raio","-5452379","-39716148","Pedra Branca",,,"","CLAUDIO E ROMULO"
"276","Ponto 01","-4964567","-38997631","Quixada",,,"","CLAUDIO E ROMULO"
"277","Ponto 02","-4962301","-3902452","Quixada",,,"","CLAUDIO E ROMULO"
"278","Ponto 03","-4968522","-39025111","Quixada",,,"","CLAUDIO E ROMULO"
"279","Ponto 04","-4972694","-39024547","Quixada",,,"","CLAUDIO E ROMULO"
"280","Ponto 05","-4970094","-39015994","Quixada",,,"","CLAUDIO E ROMULO"
"281","Ponto 06","-4968584","-39017274","Quixada",,,"","CLAUDIO E ROMULO"
"282","Ponto 07","-4978234","-39017425","Quixada",,,"","CLAUDIO E ROMULO"
"283","Ponto 08","-4969659","-39011571","Quixada",,,"","CLAUDIO E ROMULO"
"284","01 - Cruzamento Rua Monsenhor Salviano Pinto com Rua Doutor Joaquim Fernandes","-5198389","-39295472","Quixeramobim",,,"","CLAUDIO E ROMULO"
"285","02 - Cruzamento Conego Aureliano Mota com Rua Doutor Alvaro Fernandes","-5198761","-39297869","Quixeramobim",,,"","CLAUDIO E ROMULO"
"286","03 - Cruzamento da Rua Jorge Borges com rua Raimundo Andre com Estrada da Maravilha","-5204587","-39293444","Quixeramobim",,,"","CLAUDIO E ROMULO"
"287","04 - Cruzamento da Rua Teixeira de Freitas com Rua da Cruz","-5197222","-39302736","Quixeramobim",,,"","CLAUDIO E ROMULO"
"288","05 - Cruzamento da Rua Cel. Teofilo Lessa (CE 060) com Rua Dom Helio Campos","-5195786","-39310359","Quixeramobim",,,"","CLAUDIO E ROMULO"
"289","06 - Cruzamento da Rua Cel. Teofilo Lessa (CE-060) com Rua Cleodson Siqueira","-5190785","-3927764","Quixeramobim",,,"","CLAUDIO E ROMULO"
"290","07 - Cruzamento da Rua Cel. Teofilo Lessa (CE-060) com Estrada para Boa Viagem (CE-266)","-5192109","-39306219","Quixeramobim",,,"","CLAUDIO E ROMULO"
"291","08 - Cruzamento da Rua Cel. Teofilo Lessa (CE 060) com Rua Vereador Edmilson Patricio (CE-265)","-5191755","-39302151","Quixeramobim",,,"","CLAUDIO E ROMULO"
"292","09 - Cruzamento da Rua Cel. Teofilo Lessa (CE 060) com Avenida Humberto Lucena","-5192469","-39290576","Quixeramobim",,,"","CLAUDIO E ROMULO"
"293","01 - Entrada de Russas","-4942727","-37978969","Russas",,,"","CLAUDIO E ROMULO"
"294","02 - Praca da Riachuelo","-4940231","-37974407","Russas",,,"","CLAUDIO E ROMULO"
"295","03 - Praca da Prefeitura","-4938105","-37972614","Russas",,,"","CLAUDIO E ROMULO"
"296","04 - Corredor Bancario","-493874","-37974232","Russas",,,"","CLAUDIO E ROMULO"
"297","05 - Corredor Comercial - Forum","-4938077","-37974399","Russas",,,"","CLAUDIO E ROMULO"
"298","06 - Rodoviaria","-4948522","-37989276","Russas",,,"","CLAUDIO E ROMULO"
"299","07 - Rotatoria - Saida Baraunas","-4932901","-37968219","Russas",,,"","CLAUDIO E ROMULO"
"300","08 - Praca do Anfiteatro","-4942935","-37974704","Russas",,,"","CLAUDIO E ROMULO"
"301","09 - Rua Padre Raul Vieira com Travessa Professor Aprigio","-4939515","-37974967","Russas",,,"","CLAUDIO E ROMULO"
"302","10 - Rua Conego Agostinho com Travessa Tabeliao Santiago","-4939258","-37976587","Russas",,,"","CLAUDIO E ROMULO"
"303","11","-4928313","-37963477","Russas",,,"","CLAUDIO E ROMULO"
"304","12","-4928307","-37973127","Russas",,,"","CLAUDIO E ROMULO"
"305","01 - Rua Daniel Rodrigues - Rua Joaquim Ferreira de Lima (Forum)","-5269043","-38268241","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"306","02 - Rua Chaves - Rua Joao Candido","-527638","-38276131","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"307","03 - Rua Joaquim Ferreira, 317 - Em Frente a Pousada Bairro Alto da Bela Vista","-5271654","-38268745","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"308","04 - R. Joao Angelino / R. dos Beneditinos - Praca Nossa Senhora de Fatima","-5272663","-38273885","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"309","05 - R. Conego Cliemrio Praca Fernandes Tavora","-5270079","-38272664","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"310","06 - Rua Igreja - CE-377 - Igreja Sagrado Coracao de Jesus","-5248468","-3822837","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"311","07 - R. Cap. Jose Rodrigues, 156 - Centro (Igreja Matriz)","-5271211","-38274258","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"312","08 - R. Leonardo Rodrigues Chaves (CE-377) - (PM)","-5269025","-38265713","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"313","Indicador 9","-407744781","-3849993199","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"314","P97 ais 07","-37643432","-3847834289","Sao Joao do Jaguaribe",,,"","CLAUDIO E ROMULO"
"315","01 - Rua Monsenhor Otavio Santiago - Rua Leoncio Monteiro","-5248689","-38123376","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"316","02 - Rua Batista Maia - Rua Acelino Maia","-5249394","-38127424","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"317","03 - Av. Sao Jose - Rua Adelina Ferreira Maia","-5236432","-38132285","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"318","04 - BR-116 - CE-377 - Na Rotatoria Em Frente a Entrada para Sao Joao do Jaguaribe","-5232672","-38194475","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"319","05 - Rua Jose Muniz - Rua Pio Afonso Chaves","-5243285","-38133443","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"320","06 - Rua Bastista Maia - Rua Padre Acelino","-5246354","-38130431","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"321","07 - Rua Maia Alarcon - Rua Francisco de Almeida Chaves","-524769","-38128729","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"322","08 - Rua Antonio Alves Maia - CE-358","-5260956","-38123163","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"323","Base do Raio - Rua Manoel Franklin - Rua Acelino Maia","-5247748","-38125866","Tabuleiro do Norte",,,"","CLAUDIO E ROMULO"
"324","01 - Rua Manoel Salgueiro - Paralelo a Rua Sebastiao Ferreira Firme","-5,988421E+15","-40292165","Taua",,,"","CLAUDIO E ROMULO"
"325","02 - Av Odilon Aguiar - Rua Eufrasio de Oliveira","-5991274","-40294989","Taua",,,"","CLAUDIO E ROMULO"
"326","03 - Rua Coronel Lourenco Feitosa - Rua Domingos Gomes","-6001569","-40294649","Taua",,,"","CLAUDIO E ROMULO"
"327","04 - Rua Domingos Gomes - Rua Dondon Feitosa","-5999217","-40293675","Taua",,,"","CLAUDIO E ROMULO"
"328","05 - Rua Julio Goncalves da Silva - Rua Temistocles Fialho","-6001636","-40290201","Taua",,,"","CLAUDIO E ROMULO"
"329","06 - BR-020 - Rua Julio Goncalves","-6009062","-40288218","Taua",,,"","CLAUDIO E ROMULO"
"330","07- CE-176 - Rua A","-6009431","-40283634","Taua",,,"","CLAUDIO E ROMULO"
"331","08 - Av. Chermont Alves de Oliveira - BR-020","-6005451","-40284765","Taua",,,"","CLAUDIO E ROMULO"
"332","09 - Rua Moacir Pereira Gondim - Rua Sefisa Ferreira de Souza","-6007623","-40299524","Taua",,,"","CLAUDIO E ROMULO"
"333","10 - Rua Abigail Cidrao de Oliveira - Em frente ao Hospital Municipal","-6003217","-40300038","Taua",,,"","CLAUDIO E ROMULO"
"334","CASA IPU","-4320737660925461","-4070929595750413","Ipu",,,"","DANIEL E RENAN"
"335","01 - Av. Mendel Sargento Herminio - Av. Benoni Mourao Filho","-5185247","-40650137","Crateus",,,"","DANIEL E RENAN"
"336","02 - Rotatoria em frente ao Posto Trevo","-516464","-4065731","Crateus",,,"","DANIEL E RENAN"
"337","03 - Av. Dr. Edilberto Frota, 2395","-5191563368457066","-4067714300341802","Crateus",,,"","DANIEL E RENAN"
"338","04 - Rua Francisco Sa - Rua Firmino Rosa","-5176196","-40664813","Crateus",,,"","DANIEL E RENAN"
"339","05 - Rua Coronel Zeze - Rua Pedro II","-5175992","-40667853","Crateus",,,"","DANIEL E RENAN"
"340","06 - Rua Coronel Toto - Rua Pedro II","-517937","-4066947","Crateus",,,"","DANIEL E RENAN"
"341","07 - Rua Cazuza Ferreira - Rua Agamenon Machado","-5171496","-4066394","Crateus",,,"","DANIEL E RENAN"
"342","08 - Rua Moreira da Rocha - Rua Almirante Tamandare","-5177916","-4066961","Crateus",,,"","DANIEL E RENAN"
"343","09 - Rua Firmino da Rosa - Rua Santos Dumont","-5174388","-4066738","Crateus",,,"","DANIEL E RENAN"
"344","10 - Rua Jose Saboia - Rua Amadeu Catunda","-5176624","-40679306","Crateus",,,"","DANIEL E RENAN"
"345","Base do Raio- Guaraciaba do Norte","-4158301826806333","-4075784958215679","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"346","01 - CE 187 SAIDA PARA CROATA E SAIDA PARA O IPU
REF. TREVO POSTO PETROBRAS","-4170763","-4075279","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"347","02 - Av. Tenente Mathias com Rua PE. Bernardino Memoria
REF. Area central proximo ao forum","-4167047","-40752051","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"348","03 - Rua Senador Catunda com rua projetada
REF posto de gasolina saida para Reriutaba","-4155031","-40740076","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"349","04 - Rua 09 de Janeiro
Com Monsenhor Eurico 
REF. Banco do Brasil Bradesco correios praca area central","-4162782","-40749863","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"350","05 - Av. Nossa Senhora dos Prazeres com rua Monsenhor Eurico Magalhaes
REF saida da cidade Santo Amaro Rota de fuga","-4158358","-40751484","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"351","06 - Prefeito Valdeniro F. Gomes com Av. Monsenhor furtado
REF area central proximo Prefeitura presidio","-4162261","-40752755","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"352","07 - Rua Capitao Ferreira REF. Do lado da Igreja Catolica Santa Luzia","-41572508","-40762528","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"353","08 -Â Rua Cel. Clinico Memoria, 25 - Rua Geronimo Memoria","-4165180548393836","-4074914547172239","Guaraciaba do Norte",,,"","DANIEL E RENAN"
"354","01 - Rua Deputado Alvaro Soares - Rua Vice Prefeito J Eliaquim","-3915086","-40889678","Ibiapina",,,"","DANIEL E RENAN"
"355","02 - Rua Cel. Lupercio, 332, centro - Na Praca de Sao Pedro","-3918172","-40888552","Ibiapina",,,"","DANIEL E RENAN"
"356","03 - Rua Antonio Lima Aragao - Rua Francisco Custodio de Azevedo - Ref: Praca de Pedrinhas Jose Avelino Portela","-3926656","-40883871","Ibiapina",,,"","DANIEL E RENAN"
"357","04 - Rua Inacio Pontes, 75 - Centro - REF. Calcadao da Liberdade area central proximo Banco do Brasil","-3920677","-40888697","Ibiapina",,,"","DANIEL E RENAN"
"358","05 - Rua Padre Ibiapina - Na Praca Nossa Senhora do Bom Parto - REF. Saida Bairro Pedrinhas lateral da Igreja","-3921333","-40886394","Ibiapina",,,"","DANIEL E RENAN"
"359","06 - Rua Deputado Alves Soares - Rua Capitao Pedro - REF Igreja Sao Francisco Em cima da Praca","-3922264","-40889162","Ibiapina",,,"","DANIEL E RENAN"
"360","07 - Av. Deputado Fernando Melo - Rua Pergentino Rabelo","-3935374","-40890815","Ibiapina",,,"","DANIEL E RENAN"
"361","08 - Av. Escritor Pedro Ferreira de Assis - Pista Nova","-3923719","-40898708","Ibiapina",,,"","DANIEL E RENAN"
"362","01 - Rua Solon Catunda - Rua Gervasio Alves de Oliveira","-4543643","-4070964","Ipueiras",,,"","DANIEL E RENAN"
"363","02 - Rua Padre Angelim - Rua Cel. Guilhermino","-4542843","-40717997","Ipueiras",,,"","DANIEL E RENAN"
"364","03 - Rua Joao Jose de Lima - Rua Cel. Guilhermino","-4547414","-40716066","Ipueiras",,,"","DANIEL E RENAN"
"365","04 - CE-257 - Rua Zacarias Ribeiro Miranda","-4552595","-40727324","Ipueiras",,,"","DANIEL E RENAN"
"366","05 - Rua Coronel Manoel  Mourao - Rua Padre Angelim","-4542041","-4071579","Ipueiras",,,"","DANIEL E RENAN"
"367","06 - CE-187, 21, Ipueiras - Ceara - Saida para Ipu","-4532575","-40722613","Ipueiras",,,"","DANIEL E RENAN"
"368","07 - Rua Francisco Madeiro de Carvalho - Rua Coronel Antonio Eufrazino","-4539423","-40716488","Ipueiras",,,"","DANIEL E RENAN"
"369","08 - Rua Eliseu Alves Feitosa - Rua Audalio Leite Moreira","-4529096","-40711714","Ipueiras",,,"","DANIEL E RENAN"
"370","Base Raio","-45433","-40719105","Ipueiras",,,"","DANIEL E RENAN"
"371","BASE DO RAIO - Ipu","-4321578753283781","-4070550407650942","Ipu",,,"","DANIEL E RENAN"
"372","01 - CE-329 - Rua Bernardo Afonso de Farias","-4306249","-40696166","Ipu",,,"","DANIEL E RENAN"
"373","02 - Av. Antonio Ximenes Veras - Bica do Ipu","-4317048","-40725643","Ipu",,,"","DANIEL E RENAN"
"374","03 - Rua Cel. Felix - Av. Dr. Milton Carvalho","-4323858","-40710425","Ipu",,,"","DANIEL E RENAN"
"375","04 - Rua Cel. Jose Lourenco - Rua Prof. Arquimedes Memoria","-4328312","-40710426","Ipu",,,"","DANIEL E RENAN"
"376","05 - Av. Dr. Milton Carvalho - Rua Leocardio Ximenes","-4317331","-40708667","Ipu",,,"","DANIEL E RENAN"
"377","06 - Rua Joao Anastacio Martins - Rua Tenente Jose Gentil","-4324301","-40713787","Ipu",,,"","DANIEL E RENAN"
"378","07 - Rua Dr. Milton Pinto - Rua Padre Correa","-4323768","-40706974","Ipu",,,"","DANIEL E RENAN"
"379","08 - Rua Joao Anastacio Martins - Rua Raimundo Vitor - Caixa Economica - Forum e Igrejinha","-4325293","-40712054","Ipu",,,"","DANIEL E RENAN"
"380","01 - Rua Dr. Osvaldo Martins - Av. Prefeito Jose Rosa","-4709915","-40563622","Nova Russas",,,"","DANIEL E RENAN"
"381","02 - Av. Joaquim Lopes Pedrosa - Av. Gregorio Timbo","-4706555","-40560308","Nova Russas",,,"","DANIEL E RENAN"
"382","03 - Av. Alipio Gomes - Rua Oriel Mota","-4705695","-4056679","Nova Russas",,,"","DANIEL E RENAN"
"383","04 - Av. Antonio Bezerra do Vale - Rua Joaquim Antonio de Sousa","-4703227","-40565969","Nova Russas",,,"","DANIEL E RENAN"
"384","05 - Rua Padre Francisco Rosa - Av. General Sampaio","-4705481","-40565315","Nova Russas",,,"","DANIEL E RENAN"
"385","06 - Av. Joaquim Lopes Pedrosa, 1079 - Em Frente ao Hotel Mandacaru","-470469","-40552605","Nova Russas",,,"","DANIEL E RENAN"
"386","07 - CE-187 - Rua Gregorio Euclides Martins","-4702895","-40560644","Nova Russas",,,"","DANIEL E RENAN"
"387","08 - Rua Expedito Chaves - Rua Anastacio R. Carvalho","-4708218","-40557898","Nova Russas",,,"","DANIEL E RENAN"
"388","Base Raio","-4708276","-40559609","Nova Russas",,,"","DANIEL E RENAN"
"389","01 - CE-187 - REF. Em frente a Entrada do Estadio de Teixerao","-5543923","-4076361","Novo Oriente",,,"","DANIEL E RENAN"
"390","02 -Â CE-187 - Saida para Taua - Em frente ao Posto Uniao","-5538746","-40768675","Novo Oriente",,,"","DANIEL E RENAN"
"391","03 -Â Rua Antonio Claudino - Rua Deocleciano Aragao - REF. Area Bancaria e Centro Comercial","-5536331","-40775713","Novo Oriente",,,"","DANIEL E RENAN"
"392","04 -Â Rua Coelho Mascarenhas - Rua Pedro Caravalhedo","-5535738","-40774755","Novo Oriente",,,"","DANIEL E RENAN"
"393","05 - Rua Josue A de Albuquerque, 561","-5538282","-40789086","Novo Oriente",,,"","DANIEL E RENAN"
"394","06 - Rua Salustiano Coelho, Proximo ao numeral 388 - Entrada para Palestina","-5557935","-40786317","Novo Oriente",,,"","DANIEL E RENAN"
"395","07 - Av. Deocleciano Aragao - Rua Cap. Nenem","-553167","-40786373","Novo Oriente",,,"","DANIEL E RENAN"
"396","08 -Â CE-187 - Entrada do Loteamento Brisa do Oriente","-5513232","-40776129","Novo Oriente",,,"","DANIEL E RENAN"
"397","Base do Raio","-5532424","-40782825","Novo Oriente",,,"","DANIEL E RENAN"
"398","Ponto 01","-43361561","-401552573","Santa Quiteria",,,"","DANIEL E RENAN"
"399","Ponto 02","-4333988","-40161054","Santa Quiteria",,,"","DANIEL E RENAN"
"400","Ponto 03","-4325421","-40152975","Santa Quiteria",,,"","DANIEL E RENAN"
"401","Ponto 04","-433165","-4015404","Santa Quiteria",,,"","DANIEL E RENAN"
"402","Ponto 05","-43253641","-401543372","Santa Quiteria",,,"","DANIEL E RENAN"
"403","Ponto 06","-4340546","-40145381","Santa Quiteria",,,"","DANIEL E RENAN"
"404","Ponto 07","-43255606","-401558025","Santa Quiteria",,,"","DANIEL E RENAN"
"405","Ponto 08 - Forum","-43341779","-40159521","Santa Quiteria",,,"","DANIEL E RENAN"
"406","01 - Rua Ministro Antonio Coelho - Rua Otoni Davi Bastos","-4045537","-40874386","Sao Benedito",,,"","DANIEL E RENAN"
"407","02 - Av. Francisco Julio Filizola - Av. do Estadio","-4034324","-40867572","Sao Benedito",,,"","DANIEL E RENAN"
"408","03 -Av. Tabajara
 - forum","-403305761637844","-4086358923992025","Sao Benedito",,,"","DANIEL E RENAN"
"409","04 - Rua Salmito Ferreira Almeida - Rua Jose Inacio de Aguiar","-4051499","-40864046","Sao Benedito",,,"","DANIEL E RENAN"
"410","05 - Av. Santissima Trindade - Rua Salmito Ferreira de Almeida","-4061905","-40863046","Sao Benedito",,,"","DANIEL E RENAN"
"411","06 - Rua Aristides Barreto ao lado do monumento dos indios Tabajaras","-4042764","-40865482","Sao Benedito",,,"","DANIEL E RENAN"
"412","07 - Rua Paulo Marques - Rua Aristides Barreto","-4045946","-40865078","Sao Benedito",,,"","DANIEL E RENAN"
"413","08 - Rua Aristides Barreto, 301","-4048118","-40864948","Sao Benedito",,,"","DANIEL E RENAN"
"414","09 - Av. Tabajara - Rua Ministro Antonio Coelho","-4044734","-40863782","Sao Benedito",,,"","DANIEL E RENAN"
"415","10 - Praca 25 de Novembro","-4045921","-40865846","Sao Benedito",,,"","DANIEL E RENAN"
"416","01 - Rua Franklin Cavalcante - Rua Manoel Cavalcante - 
REF Delegacia","-4835529","-40329014","Tamboril",,,"","DANIEL E RENAN"
"417","02 - Rua Edmilson de Souza Araujo - Portao de entrada Estadio Municipal","-4834896","-4033181","Tamboril",,,"","DANIEL E RENAN"
"418","03 -Â Rua Francisco Martins de Holanda - Rua Germando Sales","-4833591","-4032119","Tamboril",,,"","DANIEL E RENAN"
"419","04 - Rua Jesuita Adeodato - Rua da Bandeira","-483579","-40320285","Tamboril",,,"","DANIEL E RENAN"
"420","05 - Rua Vicente Alves do Vale - Tv. Floriano Peixoto","-4834244","-40318784","Tamboril",,,"","DANIEL E RENAN"
"421","06 - CE-266 -
REF. Posto Mendes","-4840324","-40318484","Tamboril",,,"","DANIEL E RENAN"
"422","07 - Igreja Matriz","-4833012","-40319631","Tamboril",,,"","DANIEL E RENAN"
"423","08 - CE-176 - REF Entrada da Cidade Que Vem de Sta Quiteria -
Hotel Canaa","-4821213","-40319772","Tamboril",,,"","DANIEL E RENAN"
"424","Base do Raio","-4833065","-40321469","Tamboril",,,"","DANIEL E RENAN"
"425","01 - Praca da Rodoviaria","-3714727","-40987726","Tiangua",,,"","DANIEL E RENAN"
"426","02 - Acesso Principal de Vicosa do Ceara","-3732682","-40998825","Tiangua",,,"","DANIEL E RENAN"
"427","03 - Praca de Eventos","-3734512","-41000105","Tiangua",,,"","DANIEL E RENAN"
"428","04 - Praca da Matriz","-3730923","-409921","Tiangua",,,"","DANIEL E RENAN"
"429","05 - Praca dos Eucaliptos","-3728637","-4099245","Tiangua",,,"","DANIEL E RENAN"
"430","06 - Praca do Jacks","-3724039","-40990873","Tiangua",,,"","DANIEL E RENAN"
"431","07 - CEASA","-3720298","-40995137","Tiangua",,,"","DANIEL E RENAN"
"432","08 - Praca do Ginasio","-3725444","-40985243","Tiangua",,,"","DANIEL E RENAN"
"433","09","-3725864","-40998347","Tiangua",,,"","DANIEL E RENAN"
"434","10 - Av. Moises Moita, 1220","-37178153","-409842647","Tiangua",,,"","DANIEL E RENAN"
"435","01 - Av. Gov. Cesar Cals de Oliveira Filho - Av. Monsenhor Goncalo Eufrasio","-3847944","-4091715","Ubajara",,,"","DANIEL E RENAN"
"436","02 - Rua Luiz Cunha - Rua Tenente Ramiro de Sousa","-3845129","-40918307","Ubajara",,,"","DANIEL E RENAN"
"437","03 - Av. Constituintes - Rua Juvencio Luiz Pereira","-3853305000000001","-40920457","Ubajara",,,"","DANIEL E RENAN"
"438","04 - CE-187 - Av. Ponta Verde - Na Bifurcacao","-384831","-40932183","Ubajara",,,"","DANIEL E RENAN"
"439","05 - Rua Antonio de Barros - Rua Gerardo Cunha - Em frente ao Estadio","-3869406","-40917076","Ubajara",,,"","DANIEL E RENAN"
"440","06 - Rua Juvencio Luiz Pereira - Rua Manoel Miranda","-3854889","-40920332","Ubajara",,,"","DANIEL E RENAN"
"441","07 - Rua Padre Moacir Melo - Av. Monsenhor Goncalo Eufrasio","-3852714999999999","-40919174","Ubajara",,,"","DANIEL E RENAN"
"442","08 - Estacionamento do Parque Nacional de Ubajara","-3838931","-40898271","Ubajara",,,"","DANIEL E RENAN"
"443","Base Raio","-3848136","-40918678","Ubajara",,,"","DANIEL E RENAN"
"444","01 - Entrada da Cidade - Lagoa Pedro II","-357312","-41094307","Vicosa do Ceara",,,"","DANIEL E RENAN"
"445","02 - Praca do Hospital","-3567538","-41094097","Vicosa do Ceara",,,"","DANIEL E RENAN"
"446","03 -","-3571890355744181","-4108871304276509,5","Vicosa do Ceara",,,"","DANIEL E RENAN"
"447","04 - Camara Municipal","-3564141","-41092263","Vicosa do Ceara",,,"","DANIEL E RENAN"
"448","05 - Praca da Matriz","-3565753","-41091036","Vicosa do Ceara",,,"","DANIEL E RENAN"
"449","06 - Praca General Tiburcio","-3566655","-41090128","Vicosa do Ceara",,,"","DANIEL E RENAN"
"450","07 - Mercado Municipal","-3568207","-41090752","Vicosa do Ceara",,,"","DANIEL E RENAN"
"451","08 - Mercado do Peixe","-356779","-41091882","Vicosa do Ceara",,,"","DANIEL E RENAN"
"452","09","-3569688","-4108925","Vicosa do Ceara",,,"","DANIEL E RENAN"
"453","CASA - ITAPIPOCA","-3465860315759888,5","-3958340643961287","Itapipoca",,,"","JOHNATAN E KAIO"
"454","Cftv 02","-2883655","-40119601","ACARAU",,,"","JOHNATAN E KAIO"
"455","Cftv 03","-2884996000000001","-40120215","ACARAU",,,"","JOHNATAN E KAIO"
