"id","nome","lat","lng","cidade","bairro","rua","ais","categoria"
"1156","Cam 52 - Av. Jose Bastos / Rua Jose Facanha","-3754262","-38554878","Fortaleza",,,"","FORTALEZA - LEGADO"
"1157","Cam 53 - Av. Carneiro de Mendonca /
Av. Americo Barreira","-3764127","-38566681","Fortaleza",,,"","FORTALEZA - LEGADO"
"1158","Cam 54 - Av. Joao Pessoa / Av. Carneiro de Mendonca","-3767286","-38559814","Fortaleza",,,"","FORTALEZA - LEGADO"
"1159","Cam 55 - Av. Dede Brasil - Terminal Parangaba","-3775639","-38563396","Fortaleza",,,"","FORTALEZA - LEGADO"
"1160","Cam 56 - Av. Visc. Rio Branco - Conjunto Habitacional","-3758544","-38519245","Fortaleza",,,"","FORTALEZA - LEGADO"
"1161","Cam 57 - Av. Universidade / Av. Eduardo Girao","-3745783","-38543575","Fortaleza",,,"","FORTALEZA - LEGADO"
"1162","Cam 58 - Av. Mons. Tabosa / R. Alm. Jaceguai","-3723595","-38519535","Fortaleza",,,"","FORTALEZA - LEGADO"
"1163","Cam 59 - Av. Sebastiao Abreu - Trilha do Coco","-3752295","-38482395","Fortaleza",,,"","FORTALEZA - LEGADO"
"1164","Cam 60 - Av. Sebastiao Abreu / Rua Juarez Barroso","-3756773","-3848333","Fortaleza",,,"","FORTALEZA - LEGADO"
"1165","Cam 61 - Av. Washington Soares / Av. Sebastiao Abreu / Rua Prof. Wilson Aguiar","-3759577","-38482998","Fortaleza",,,"","FORTALEZA - LEGADO"
"1166","Cam 62 - Av. Washington Soares / Rua Carlos Ribeiro Pamplona","-3774437","-38481743","Fortaleza",,,"","FORTALEZA - LEGADO"
"1167","Cam 63 - Av. Oliveira Paiva / Av. Des. Gonzaga","-379714","-38500118","Fortaleza",,,"","FORTALEZA - LEGADO"
"1168","Cam 64 - Av. Alberto Craveiro / Rua Maj. Vaz","-3783895","-38517166","Fortaleza",,,"","FORTALEZA - LEGADO"
"1169","Cam 65 - Av. Sen. C. Jereissati, 420
Ref: Guarita de seguranca da Base Aerea","-3784139","-38519238","Fortaleza",,,"","FORTALEZA - LEGADO"
"1170","Cam 66 - Av. Sen. C. Jereissati, 2213
Ref: Alca de retorno na avenida do aeroporto","-3782544","-3853447","Fortaleza",,,"","FORTALEZA - LEGADO"
"1171","Cam 67 - Av. Sen. C. Jereissati, 2700
Ref: Entrada do estacionamento","-3780761","-38540333","Fortaleza",,,"","FORTALEZA - LEGADO"
"1172","Cam 68 - Av. Sen. Carlos Jereissati, 3000
Ref: Saida do estacionamento","-3779924","-38543079","Fortaleza",,,"","FORTALEZA - LEGADO"
"1173","Cam 69 - Av. Expedicionarios / Rua Conego Lima Sucupira","-3779883","-38545715","Fortaleza",,,"","FORTALEZA - LEGADO"
"1174","Cam 70 - Av. Imperador / Rua Guilherme Rocha","-3725142","-38533764","Fortaleza",,,"","FORTALEZA - LEGADO"
"1175","Cam 71 - Borges de Melo / Rua Cap. Olavo / Rua Cap. Vasconcelos","-3761612","-38517765","Fortaleza",,,"","FORTALEZA - LEGADO"
"1176","Cam 72 - Av. Hist. Raimundo Girao / Rua Carlos Vasconcelos","-3722612","-38507519","Fortaleza",,,"","FORTALEZA - LEGADO"
"1177","Cam 73 - Av. Sebastiao Abreu Ref: Em frente o Palacio Iracema","-3759074","-38483418","Fortaleza",,,"","FORTALEZA - LEGADO"
"1178","Cam 74 - Av. Washington Soares - Centro de Eventos","-3766475","-38482361","Fortaleza",,,"","FORTALEZA - LEGADO"
"1179","Cam 75 - Av. Oliveira Paiva / Av. Washington Soares","-3795642","-38480106","Fortaleza",,,"","FORTALEZA - LEGADO"
"1180","Cam 76 - Av. Washington Soares / Rua Maestro Lisboa","-3808258","-3847892","Fortaleza",,,"","FORTALEZA - LEGADO"
"1181","Cam 77 - Av. Washington Soares / Av. Jose Americo","-3812655","-38479473","Fortaleza",,,"","FORTALEZA - LEGADO"
"1182","Cam 78 - Av. Jose Americo, 1200","-3808745","-38489841","Fortaleza",,,"","FORTALEZA - LEGADO"
"1183","Cam 79 - Av. Bezerra de Menezes - Ref: Norte Shopping","-3736182","-38567005","Fortaleza",,,"","FORTALEZA - LEGADO"
"1184","Cam 80 - Av. Bezerra de Menezes / Rua Eduardo Bezerra","-3735379","-38563194","Fortaleza",,,"","FORTALEZA - LEGADO"
"1185","Cam 81 - Av. Bezerra de Menezes - SSPDS","-37327","-38550106","Fortaleza",,,"","FORTALEZA - LEGADO"
"1186","Cam 82 - Av. Dede Brasil / Rua Dr. Justa Araujo / Rua Benjamim Franklin","-3785611","-38551983","Fortaleza",,,"","FORTALEZA - LEGADO"
"1187","Cam 83 - Av. Bezerra de Menezes, 1813 - SDA","-3735021000000001","-38561447","Fortaleza",,,"","FORTALEZA - LEGADO"
"1188","Cam 84 - BR116 / Rua Tenente Aurelio Sampaio","-3773495","-3851593","Fortaleza",,,"","FORTALEZA - LEGADO"
"1189","Cam 85 - BR116 / Rua Escrivao Azevedo","-3796458","-38506496","Fortaleza",,,"","FORTALEZA - LEGADO"
"1190","Cam 86 - BR116 - Makro","-3780665","-38514446","Fortaleza",,,"","FORTALEZA - LEGADO"
"1191","Cam 101 - Av. Zeze Diogo - Rua Hildebrando Pompeu","-3760533","-38442344","Fortaleza",,,"","FORTALEZA - LEGADO"
"1192","Cam 103 - Av. Beira Mar - Av. Abolicao","-3721788","-3847892","Fortaleza",,,"","FORTALEZA - LEGADO"
"1193","Cam 104 - Av. Beira Mar - Rua Joao Cordeiro","-3720241","-38511452","Fortaleza",,,"","FORTALEZA - LEGADO"
"1194","Cam 108 - Av. Leste Oeste - Rua Jacinto Matos","-3714656000000001,5","-38546249","Fortaleza",,,"","FORTALEZA - LEGADO"
"1195","Cam 109 - Av. Leste Oeste - Av. Dr. Theberge","-3709950000000001","-38563476","Fortaleza",,,"","FORTALEZA - LEGADO"
"1196","Cam 110 - Av. Leste Oeste - Av. Radiador Jose lima verde","-3700429","-38586715","Fortaleza",,,"","FORTALEZA - LEGADO"
"1197","Cam 111 - Av. Rad. Jose Lima Verde (na curva em frente a Praca)","-3702716","-38591732","Fortaleza",,,"","FORTALEZA - LEGADO"
"1198","Cam 113 - Av 13 de Maio - Av Carapinima","-3739948","-38540112","Fortaleza",,,"","FORTALEZA - LEGADO"
"1199","Cam 115 - Rua WALDERY UCHOA- Rua Paulino Nogueira","-3743392","-38538431","Fortaleza",,,"","FORTALEZA - LEGADO"
"1200","Cam 118 - Av dos Expedicionarios - Av Eduardo Girao","-3750629","-38536751","Fortaleza",,,"","FORTALEZA - LEGADO"
"1201","Cam 119 - Av. Monsenhor Tabosa - Rua Joao Cordeiro","-3723952","-38512547","Fortaleza",,,"","FORTALEZA - LEGADO"
"1202","Cam 121 - Rua 24 de Maio - Rua Liberato Barroso","-3727093","-38532089","Fortaleza",,,"","FORTALEZA - LEGADO"
"1203","Cam 128 - Rua Gen. Sampaio - Rua Castro e Silva","-372303","-38529716","Fortaleza",,,"","FORTALEZA - LEGADO"
"1204","Cam 129 - Av Lineu Machado - Av Sen. Fernandes Tavora","-3765314","-38576591","Fortaleza",,,"","FORTALEZA - LEGADO"
"1205","Cam 130 - Av Francisco Sa - Rua Sen. Robert Kennedy","-3709105","-38581318","Fortaleza",,,"","FORTALEZA - LEGADO"
"1206","Cam 133 - Rua Abolicao - Rua Silva Paulet","-3725182","-3850243","Fortaleza",,,"","FORTALEZA - LEGADO"
"1207","Cam 135 - Av. Zeze Diogo - Rua Marieta Carneiro","-3753587","-38445896","Fortaleza",,,"","FORTALEZA - LEGADO"
"1208","Cam 137 - Av. Mozart Lucena - Rua Lucia Pinheiro","-373152","-38599412","Fortaleza",,,"","FORTALEZA - LEGADO"
"1209","Cam 138 - Av. Jorn. Tomaz Coelho - Av Castelo de Castro","-3828906","-38521397","Fortaleza",,,"","FORTALEZA - LEGADO"
"1210","Cam 139 - Av. Jorn. Tomaz Coelho - Rua Santa Clara de Assis (TERMINAL DA MESSEJANA)","-3832023","-38501748","Fortaleza",,,"","FORTALEZA - LEGADO"
"1211","Cam 140 - Av Fr. Cirilo - Rua Silveira da Mota","-3815955","-38498036","Fortaleza",,,"","FORTALEZA - LEGADO"
"1212","Cam 142 - Av Rogaciano Leite - Rua Padre Francisco Pita","-3781032","-38501717","Fortaleza",,,"","FORTALEZA - LEGADO"
"1213","Cam 143 - Av Cap Waldemar Paula Lima - Rua Cap. Hugo Bezerra","-382086","-38508488","Fortaleza",,,"","FORTALEZA - LEGADO"
"1214","Cam 145 - Rua Ten. Benevolo - Rua Jose Vilar","-3730100999999999","-38502815","Fortaleza",,,"","FORTALEZA - LEGADO"
"1215","Cam 147 - Av Godofredo Maciel - Rua Nereu Ramos","-3787176","-38566921","Fortaleza",,,"","FORTALEZA - LEGADO"
"1216","Cam 148 - Av Godofredo Maciel - Av Presidente Costa e Silva","-3811815","-38574585","Fortaleza",,,"","FORTALEZA - LEGADO"
"1217","Cam 149 - Av Pres. Costa e Silva - Av dos Expedicionarios","-382097","-38558155","Fortaleza",,,"","FORTALEZA - LEGADO"
"1218","Cam 151 - Av. Des. Moreira - Av. Antonio Sales (Praca da Imprensa).","-3745810000000001","-3850153","Fortaleza",,,"","FORTALEZA - LEGADO"
"1219","Cam 153 - Av. Osorio de Paiva - (Terminal Siqueira)","-3789540000000001,5","-38587292","Fortaleza",,,"","FORTALEZA - LEGADO"
"1220","Cam 154 - Av Genibau - Rua Santa Lucia","-3760911","-38599196","Fortaleza",,,"","FORTALEZA - LEGADO"
"1221","Cam155 - Av. Ministro Albuquerque Lima - Av. I","-3770013","-38597551","Fortaleza",,,"","FORTALEZA - LEGADO"
"1222","Cam 157 - CE 090 - Estrada Jose Aragao e Albuquerque","-3694663","-38632296","Caucaia",,,"","FORTALEZA - LEGADO"
"1223","Cam 158 - Av. Osorio de Paiva com Rua Luiz Vieira (proximo ao Posto Carioca)","-3790988","-38588596","Fortaleza",,,"","FORTALEZA - LEGADO"
"1224","Cam 159 - Av. Ministro Albuquerque Lima com Av. â€œLâ€ (Av. do Terminal)","-3769933","-38606397","Fortaleza",,,"","FORTALEZA - LEGADO"
"1225","Cam 160 - CE 085 - CE 090","-3724143","-38642872","Caucaia",,,"","FORTALEZA - LEGADO"
"1226","Cam 161 - Av. Costa Oeste com Rua 6 Companheiros.","369956269","3857464325","Fortaleza",,,"","FORTALEZA - LEGADO"
"1227","Cam 162 - Av. Costa Oeste, NÂ°1457","-3696149","-38579529","Fortaleza",,,"","FORTALEZA - LEGADO"
"1228","Cam 163 - Av. Santos Dumont - Av. Dioguinho","-3747012","-38450497","Fortaleza",,,"","FORTALEZA - LEGADO"
"1229","Cam 165 - Rua Demetrio Menezes 3681","-3736155","-38584143","Fortaleza",,,"","FORTALEZA - LEGADO"
"1230","Cam 166 - Terminal Papicu","-3738374","-38485991","Fortaleza",,,"","FORTALEZA - LEGADO"
"1231","Cam 167 - Terminal Engenheiro Joao Tome (Rodoviaria)","-3758231","-38532271","Fortaleza",,,"","FORTALEZA - LEGADO"
"1232","Cam 168 - Terminal Conj. Ceara","-3773016","-38607384","Fortaleza",,,"","FORTALEZA - LEGADO"
"1233","Cam 169 - Terminal Lagoa","-3770612","-38570427","Fortaleza",,,"","FORTALEZA - LEGADO"
"1234","Cam 170 - Praca Coracao de Jesus","-3732783","-38527084","Fortaleza",,,"","FORTALEZA - LEGADO"
"1235","Cam 171 - Praca do Carmo","-3731991","-3852931","Fortaleza",,,"","FORTALEZA - LEGADO"
"1236","Cam 173 - Av. Dr. Theberge - Av. Ten. Lisboa","-3720996","-38567108","Fortaleza",,,"","FORTALEZA - LEGADO"
"1237","Cam 178 - Av Maj. Assis - Av Coronel Carvalho","-3723690","-38586288","Fortaleza",,,"","FORTALEZA - LEGADO"
"1238","Cam 179 - Rua Dr. Pergentino Maia - Rua Cel. Francisco Pereira","-3830887","-38492836","Fortaleza",,,"","FORTALEZA - LEGADO"
"1239","Cam 181 - Av Humberto Monte - Av Jovita Feitosa","-3742055","-38566668","Fortaleza",,,"","FORTALEZA - LEGADO"
"1240","Cam 182 - Rua Nunes Valente - Rua Dep. Moreira da Rocha","-3728014","-3850111","Fortaleza",,,"","FORTALEZA - LEGADO"
"1241","Cam 185 - Av. Mister Hull - Rua Pio Saraiva","-3740761","-38598957","Fortaleza",,,"","FORTALEZA - LEGADO"
"1242","Cam 187 - Av. Beira Mar - Rua Tereza Hinko","-3723201","-38484219","Fortaleza",,,"","FORTALEZA - LEGADO"
"1243","Cam 189 - Av. Almirante Barroso - Av. Historiador Raimundo Girao","-37203","-38515753","Fortaleza",,,"","FORTALEZA - LEGADO"
"1244","Cam191 - Av General Murilo Borges - Av Rogaciano Leite","-3767618","-38497072","Fortaleza",,,"","FORTALEZA - LEGADO"
"1245","Cam 192 - Av. Rad. Jose Lima Verde - Av. Costa Oeste","-369469558","-3858638562","Fortaleza",,,"","FORTALEZA - LEGADO"
"1246","Cam 194 - Av. Santos Dumont - Av. Dolor Barreira","-3747226","-38463886","Fortaleza",,,"","FORTALEZA - LEGADO"
"1247","Cam 196 - Rua General Tertuliano Potiguara - Rua Visconde de Maua","-3742772","-38501617","Fortaleza",,,"","FORTALEZA - LEGADO"
"1248","Cam 403","-3759735466997706,5","-3852448095684831","Fortaleza",,,"","FORTALEZA - LEGADO"
"1249","Cam 404","-372196001680172","-3852961510788926","Fortaleza",,,"","FORTALEZA - LEGADO"
"1250","Cam 405","-3781997338677607","-3843642593361979","Fortaleza",,,"","FORTALEZA - LEGADO"
"1251","Cam 407","-3775142869717075","-3858302302944643","Fortaleza",,,"","FORTALEZA - LEGADO"
"1252","Cam 408","-3708403393750087","-3856530226623572","Fortaleza",,,"","FORTALEZA - LEGADO"
"1253","Cam 409","-3758843249046544","-3852367495802639","Fortaleza",,,"","FORTALEZA - LEGADO"
"1254","PC 01- Av Alberto Craveiro 2742 - Rua Paulo Facanha","-3803628","-38522074","Fortaleza",,,"","FORTALEZA - LEGADO"
"1255","PC 02 - Av do Contorno 824 - Rua Maestro Neo Miranda","-3804705","-38520769","Fortaleza",,,"","FORTALEZA - LEGADO"
"1256","PC 03 - Arena Castelao - Al Rita Farias x Rua Humberto Holanda","-3806063","-3851923","Fortaleza",,,"","FORTALEZA - LEGADO"
"1257","PC 04 - Av do Contorno 1245","-3807607","-38519219","Fortaleza",,,"","FORTALEZA - LEGADO"
"1258","PC 05 - Av. Paulino Rocha - Rua Amancio Pereira","-3809719","-38521441","Fortaleza",,,"","FORTALEZA - LEGADO"
"1259","PC 06 - Av. Paulino Rocha - Rua Trajano de Morais","-3809219","-38523181","Fortaleza",,,"","FORTALEZA - LEGADO"
"1260","PC 07 - Av. Paulino Rocha - Rua Pedro Sampaio","-3808493","-38524038","Fortaleza",,,"","FORTALEZA - LEGADO"
"1261","PC 08 - Av. Deputado Paulino Rocha - Rua Pedro Verissimo","-3807949","-38524544","Fortaleza",,,"","FORTALEZA - LEGADO"
"1262","PC 09 - Av Alberto Craveiro 1179 - Acesso Bilheteria","-3806039","-38524028","Fortaleza",,,"","FORTALEZA - LEGADO"
"1263","PC 10 - Av Alberto Craveiro 1409 - Acesso Castelao","-3805069","-38523255","Fortaleza",,,"","FORTALEZA - LEGADO"
"1264","PC 11 - Tunel Arena Castelao","-3807412","-38524984","Fortaleza",,,"","FORTALEZA - LEGADO"
"1265","PC 12 - Rua do Contorno 1667 - Rua N","-380857","-38519994","Fortaleza",,,"","FORTALEZA - LEGADO"
"1266","PC 13 - Av. Alberto Craveiro - Rua Adelia Feijo","-380208","-38520837","Fortaleza",,,"","FORTALEZA - LEGADO"
"1267","PC 14 - Av. Dep. Paulino Rocha - Av. Pompilio Gomes","-3810122","-38519595","Fortaleza",,,"","FORTALEZA - LEGADO"
"1268","PC 15 - Av. Presidente Juscelino Kubitschek - Rua Benvinda","-3808662","-38526202","Fortaleza",,,"","FORTALEZA - LEGADO"
"1269","PC 16 - Av. Dede Brasil - Rua Chico Alves","-3806318","-38525974","Fortaleza",,,"","FORTALEZA - LEGADO"
"1270","PC 17 - Av. Alberto Craveiro - Rua Raimundo Nogueira","-378256","-38516562","Fortaleza",,,"","FORTALEZA - LEGADO"
"1271","PC 18 - Av. Dep. Paulino Rocha - Rua Brisa Leste","-3811386","-38513914","Fortaleza",,,"","FORTALEZA - LEGADO"
"1272","PC 19 - Av. Presidente Juscelino Kubitschek - Rua Cachoeirinha","-381229","-38528715","Fortaleza",,,"","FORTALEZA - LEGADO"
"1273","PC 20 - Av. Pres. Juscelino Kubitschek 3129 - Torre 02 - Castelao","-3807854","-38525397","Fortaleza",,,"","FORTALEZA - LEGADO"
"1274","PC 21 - Rua Governador Manoel de Castro Filho - Rua Firmino Rocha Aguiar","-3762599","-38478638","Fortaleza",,,"","FORTALEZA - LEGADO"
"1275","PC 22 - Av. Dep. Paulino Rocha - Rua Norte","-380973","-38509022","Fortaleza",,,"","FORTALEZA - LEGADO"
"1276","PC 23 - Av. Presidente Juscelino Kubitschek - Rua Eldorado","-3816171999999998,5","-38531561","Fortaleza",,,"","FORTALEZA - LEGADO"
"1277","PC 24 - Av. Dede Brasil - Rua XV","-3795884","-38532101","Fortaleza",,,"","FORTALEZA - LEGADO"
"1278","PC 25 - Av. Senador Carlos Jereissati - Av. Alberto Craveiro","-3784527","-38517415","Fortaleza",,,"","FORTALEZA - LEGADO"
"1279","PC 26 - Av. Dep. Paulino Rocha - Rua Jequitiba","-3804693","-38508137","Fortaleza",,,"","FORTALEZA - LEGADO"
"1280","01","-3720754999999989","-3847732200000002","Fortaleza",,,"","METROFOR"
"1281","02","-3722801000000011","-3847979699999998","Fortaleza",,,"","METROFOR"
"1282","03","-3724744","-38480404","Fortaleza",,,"","METROFOR"
"1283","04","-373294100000001","-3848302799999999","Fortaleza",,,"","METROFOR"
"1284","05","-3739060999999986","-3848694599999999","Fortaleza",,,"","METROFOR"
"1285","06","-3745893999999983,5","-3849107","Fortaleza",,,"","METROFOR"
"1286","07","-3748929000000001","-3849356800000001,5","Fortaleza",,,"","METROFOR"
"1287","08","-3752195000000006,5","-3850041600000001,5","Fortaleza",,,"","METROFOR"
"1288","09","-3756544999999996","-3850595899999999","Fortaleza",,,"","METROFOR"
"1289","10","-3759891000000006","-38507687","Fortaleza",,,"","METROFOR"
"1290","11","-3719113642017938","-3847515288852663","Fortaleza",,,"","METROFOR"
"1291","12","-3755081784373448","-3850411599253912,5","Fortaleza",,,"","METROFOR"
"1292","13","-3760078999999994,5","-3852864099999999","Fortaleza",,,"","METROFOR"
"1293","14","-3767672000000004","-3853156999999999","Fortaleza",,,"","METROFOR"
"1294","15","-3769464999999996","-3853375999999998,5","Fortaleza",,,"","METROFOR"
"1295","16","-3772382999999985,5","-3853879599999997,5","Fortaleza",,,"","METROFOR"
"1296","17","-3771573999999995","-38542408","Fortaleza",,,"","METROFOR"
"1297","18","-3772096","-3855060600000001","Fortaleza",,,"","METROFOR"
"1298","19","-3774581000000015","-3855540100000001","Fortaleza",,,"","METROFOR"
"1299","20","-3774268000000015,5","-3855948999999998","Fortaleza",,,"","METROFOR"
"1300","21","-3775605000000009","-3856327400000001","Fortaleza",,,"","METROFOR"
"1301","22","-3760404794146779,5","-3852904792018398","Fortaleza",,,"","METROFOR"
"1302","23","-3760388888888889","-3852830555555556","Fortaleza",,,"","METROFOR"
"1303","24","-3743614678085301,5","-3848951055552704,5","Fortaleza",,,"","METROFOR"
"1304","25","-3728444444444444","-3848036111111112","Fortaleza",,,"","METROFOR"
"1305","26","-371757251666172","-3847517415087341","Fortaleza",,,"","METROFOR"
"1306","Ponto 27","-3750808969293129,5","-3849526928178637,5","Fortaleza",,,"","METROFOR"
"1307","28","-3721873642710144","-3847889247622169","Fortaleza",,,"","METROFOR"
"1308","29","-3719193300098903","-3847518791388767","Fortaleza",,,"","METROFOR"
"1309","30","-3722813178094667","-3847980204475893","Fortaleza",,,"","METROFOR"
"1310","31","-3724700781119393","-3848042451347462","Fortaleza",,,"","METROFOR"
"1311","32","-3745921731954871","-3849107824438427","Fortaleza",,,"","METROFOR"
"1312","33","-374592203899963,94","-3849108106445918,5","Fortaleza",,,"","METROFOR"
"1313","34","-3748943500657091","-3849356830222121","Fortaleza",,,"","METROFOR"
"1314","35","-3752210648424198,5","-385004228865144","Fortaleza",,,"","METROFOR"
"1315","36","-3756576888192787","-3850597657888463,5","Fortaleza",,,"","METROFOR"
"1316","37","-3759908090356538","-3850769651665016","Fortaleza",,,"","METROFOR"
"1318","39","-3772424392025182,5","-3853881296174446","Fortaleza",,,"","METROFOR"
"1319","40","-3743625299847401,5","-3848951473486314","Fortaleza",,,"","METROFOR"
"1320","41","-3760801978186316","-3851207374370968,5","Fortaleza",,,"","METROFOR"
"1321","01 - Cantinho dos Caes","-37548157","-385013925","Fortaleza",,,"","PARQUE DO COCO"
"1322","02 - Entrada 01","-375381863","-3850114432","Fortaleza",,,"","PARQUE DO COCO"
"1323","03 - Entrada 03","-375331944","-3849925833","Fortaleza",,,"","PARQUE DO COCO"
"1324","04 - Restaurante e Descida para o rio","-375434532","-384995472","Fortaleza",,,"","PARQUE DO COCO"
"1325","05 - Rua Arquiteto Reginaldo Rangel","-37471657","-384844804","Fortaleza",,,"","PARQUE DO COCO"
"1326","06 - Rua Arquiteto Reginaldo Rangel - Rua Batista de Oliveira","-374824295","-3848346543","Fortaleza",,,"","PARQUE DO COCO"
"1327","07 - Av. Sebastiao de Abreu - Rua Arquiteto Reginaldo Rangel","-37492557","-384812975","Fortaleza",,,"","PARQUE DO COCO"
"1328","08 - Av. Sebastiao de Abreu (Passeio de Barco)","-3753437149999999","-3848296916","Fortaleza",,,"","PARQUE DO COCO"
"1329","09 - Av. Engenheiro Santanna Jr. - Entrada da Trilha do Coco","-374892169","-3848984987","Fortaleza",,,"","PARQUE DO COCO"
"1330","10 - Trilha do Coco (Atras dos Predios)","-37467149","-384884277","Fortaleza",,,"","PARQUE DO COCO"
"1331","11 - Viveiro","-37446294","-384870343","Fortaleza",,,"","PARQUE DO COCO"
"1332","12 - Anfiteatro","-374419848","-3848593129","Fortaleza",,,"","PARQUE DO COCO"
"1333","13 - Av. Padre Antonio Tomas - (Base da Policia)","-374387631","-3848745849","Fortaleza",,,"","PARQUE DO COCO"
"1334","14 - Av. Padre Antonio Tomas (Quadra)","-374492395","-3848395515","Fortaleza",,,"","PARQUE DO COCO"
"1335","15 - Campo de Golf","-374572157","-3848439607","Fortaleza",,,"","PARQUE DO COCO"
"1336","16 - Bombas","-374480172","-3848633802","Fortaleza",,,"","PARQUE DO COCO"
"1337","17 - Av. Raul Barbosa - Fabrica de Oleo","-376082","-3850512","Fortaleza",,,"","PARQUE DO COCO"
"1338","18 - Av. das Adenanteras ( Areninha da Cidade 2000)","-375297542","-3847537921","Fortaleza",,,"","PARQUE DO COCO"
"1339","19 - Rua Sabiaguaba - Rua Dr. Bernardo Feitosa","-377958041","-384330786","Fortaleza",,,"","PARQUE DO COCO"
"1340","20 - Areninha Tancredo Neves","-3783649365903895","-3851077440449360,5","Fortaleza",,,"","PARQUE DO COCO"
"1341","21 - Av. General Murilo Borges - Av. Governador Raul Barbosa","-3763889719406938,5","-3850801472705019","Fortaleza",,,"","PARQUE DO COCO"
"1343","02 - Av. Raimundo Pires de Carvalho - Estrada do Picao","-390619","-38384725","Aquiraz",,,"","POLOS"
"1363","07 - Forum","-4187003","-38125909","Beberibe",,,"","POLOS"
"1378","12 - Av Lucino Magalhaes","-4346379","-39310123","Caninde",,,"","POLOS"
"1381","03 - Rua Alfredo de Castro - Entrada do bairro Morada Leste","-4128375","-38236119","Cascavel",,,"","POLOS"
"1390","Ponto 02","-373539029","-3865997149","Caucaia",,,"","POLOS"
"1412","04 - Cruzamento Av. Presidente Castelo Branco com Rua Francisco Eudes Ximenes","-4104152","-3849352","Horizonte",,,"","POLOS"
"1437","Ponto 09","-3883518","-38630156","Maracanau",,,"","POLOS"
"1445","Ponto 04","-3893277","-38682177","Maranguape",,,"","POLOS"
"1463","06 - Praca da Fonte","-3984571","-38619261","Pacatuba",,,"","POLOS"
"1527","07 - Av. Gustavo Barroso - Av. Perimetral Leste","-7321249","-39296038","Barbalha",,,"","POLOS"
"1594","02 - Av. Castelo Branco - Rua Das Flores","-7223006000000002","-3931907","Juazeiro do Norte",,,"","POLOS"
"1662","Cftv 2","-4334425377922079","-3888149258184882,5","BATURITE",,,"","POLOS"
"1752","P02 ais 05","-375760796","-3852380332","Ocara",,,"","POLOS"
"1797","05 - Praca do Mercado","-2897765000000001","-40843418","Camocim",,,"","POLOS"
"1805","03 - Saida para cidade de Novo Oriente","-5190014","-4067554","Crateus",,,"","POLOS"
"1867","Ponto 02","-3677592578654354","-3957740644857223","Itapaje",,,"","POLOS"
"1869","Ponto 04","-3683503","-39587114","Itapaje",,,"","POLOS"
"1983","03 - Rua Eleazar Gomes - Av. Tabajara","-4041549","-40863679","Sao Benedito",,,"","POLOS"
"1992","02 - Av. Senador Ermirio de Moraes","-3691353","-40365394","Sobral",,,"","POLOS"
"2032","10","-3729744","-40985217","Tiangua",,,"","POLOS"
"2117","ESPLANADA PORTAO A","-3807071542046583,5","-3852381637423836","Fortaleza",,,"","PTZ CASTELAO"
"2118","ESPLANA NOP","-3805421985153724","-3852209373771203","Fortaleza",,,"","PTZ CASTELAO"
"2119","ESPLANADA LMN","-380614498072698,94","-3852133762382563","Fortaleza",,,"","PTZ CASTELAO"
"2120","ESPLANADA GHI","-3808558981914842","-3852145266141727,5","Fortaleza",,,"","PTZ CASTELAO"
"2121","ESPLANADA BCD","-3808407256924499","-3852342971548421,5","Fortaleza",,,"","PTZ CASTELAO"
"2122","ARENINHA","-3804013997022047","-3852182701393418","Fortaleza",,,"","PTZ CASTELAO"
"2123","CATWALK PREMIUM","-3807305195243607","-3852300800440599","Fortaleza",,,"","PTZ CASTELAO"
"2124","CATWALK BOSSA NOVA","-3807401487020462","-3852182226693826","Fortaleza",,,"","PTZ CASTELAO"
"2125","CATWALK NORTE 01","-3806749501275912,5","-3852283881122535","Fortaleza",,,"","PTZ CASTELAO"
"2126","CATWALK NORTE 02","-3806915366775113","-385218871135129","Fortaleza",,,"","PTZ CASTELAO"
"2127","CATWALK SUL 1","-3807894510724709","-3852295344969257","Fortaleza",,,"","PTZ CASTELAO"
"2128","CATWALK SUL 2","-3807975358259215,5","-3852192525418057","Fortaleza",,,"","PTZ CASTELAO"
"2129","ESPLANAADA QRA","-3805242087505972","-3852277905558198,5","Fortaleza",,,"","PTZ CASTELAO"
"2130","ESTACIONAMENTO EXTERNO","-3807052771310255","-3852110987055834","Fortaleza",,,"","PTZ CASTELAO"
"2131","SOP","-3805142504930474","-3852192004448655","Fortaleza",,,"","PTZ CASTELAO"
"2132","AC P2-01","-3806203223506473","-3852146342792208","Fortaleza",,,"","PTZ CASTELAO"
"2133","AC P01 - 02","-3808819108153243,5","-3852130360994566","Fortaleza",,,"","PTZ CASTELAO"
"2134","AC P1-01","-3808346677417778","-3852154493614959","Fortaleza",,,"","PTZ CASTELAO"
"2135","ESTACIONAMENTO PREDIO 1","-3807080393391944","-3852362487717223","Fortaleza",,,"","PTZ CASTELAO"
"2136","01 - Av. L com R.22","-371655","-38601353","Fortaleza",,,"","TORRES"
"2137","02 - R. 10 com Av. J","-3710654","-38596638","Fortaleza",,,"","TORRES"
"2138","03 - R.43 com Av. E","-3718092224365318","-3860054771852781","Fortaleza",,,"","TORRES"
"2139","04 - R. 22","-3717106","-38599644","Fortaleza",,,"","TORRES"
"2140","05 - Av. L com R. Beta","-3714379","-3860051","Fortaleza",,,"","TORRES"
"2141","06 - R. Alfa com R. E","-3714987","-38602837","Fortaleza",,,"","TORRES"
